Winston,8,MSU19301,362.97,96.00,2022:09:10,0.00,1.99E-08
Winston,8,MSU18920,351.72,94.50,2022:09:01,0.15,4.19E-08
Winston,8,MSU19456,355.45,95.00,2022:09:13,0.20,1.31E-09
Winston,8,MSU19356,355.45,95.00,2022:09:06,0.00,2.87E-08
Winston,8,MSU19490,348.00,94.00,2022:09:13,0.20,8.90E-10
Winston,8,MSU19421,362.97,96.00,2022:09:08,0.00,3.32E-08
Winston,8,MSU19445,351.72,94.50,2022:09:12,0.15,4.66E-08
Winston,9,MSU18586,344.31,93.50,2022:08:26,-0.05,2.75E-08
Winston,9,MSU18136,348.00,94.00,2022:08:24,-0.05,3.15E-08
Winston,9,MSU19328,351.72,94.50,2022:09:08,0.15,4.28E-08
Winston,9,MSU19322,359.20,95.50,2022:09:09,0.00,6.36E-08
Winston,9,MSU19283,351.72,94.50,2022:09:10,0.20,3.96E-08
Winston,9,MSU19270,348.00,94.00,2022:09:12,0.00,4.12E-08
Winston,9,MSU19377,362.97,96.00,2022:09:08,0.00,3.19E-08
Winston,9,MSU19282,359.20,95.50,2022:09:10,0.05,3.73E-08
Winston,9,MSU19275,348.00,94.00,2022:09:12,0.00,4.21E-08
Winston,9,MSU19273,355.45,95.00,2022:09:12,0.00,3.95E-08
Winston,10,MSU18973,355.45,95.00,2022:09:02,0.00,4.20E-08
Winston,10,MSU19272,359.20,95.50,2022:09:12,0.00,4.10E-08
Winston,10,MSU19060,355.45,95.00,2022:09:04,0.00,4.21E-08
Winston,10,MSU19351,351.72,94.50,2022:09:06,0.00,2.11E-08
Winston,10,MSU19330,362.97,96.00,2022:09:08,0.00,4.41E-08
Winston,10,MSU19250,351.72,94.50,2022:09:13,0.20,3.75E-10
Winston,10,MSU19089,359.20,95.50,2022:09:14,0.00,2.64E-08
Winston,10,MSU18388,359.20,95.50,2022:09:14,0.00,1.71E-08
Winston,10,MSU19383,359.20,95.50,2022:09:14,-0.15,2.76E-08
Winston,10,MSU18923,355.45,95.00,2022:09:14,0.00,3.10E-08
Winston,1,MSU18797,348.00,94.00,2022:09:01,0.00,4.59E-08
Winston,1,MSU19484,348.00,94.00,2022:09:13,0.00,8.83E-10
Winston,1,MSU19488,351.72,94.50,2022:09:13,0.00,1.12E-09
Winston,1,MSU19280,355.45,95.00,2022:09:10,0.00,3.94E-08
Winston,1,MSU01566,340.64,93.00,2022:08:10,0.00,4.76E-07
Winston,1,MSU17740,359.20,95.50,2022:08:31,1.10,3.85E-07
Winston,1,MSU19495,344.31,93.50,2022:09:13,0.00,4.97E-10
Winston,1,MSU19481,359.20,95.50,2022:09:13,0.00,3.23E-10
Winston,1,MSU19291,355.45,95.00,2022:09:09,0.00,4.02E-08
Winston,1,MSU19248,355.45,95.00,2022:09:13,0.00,5.41E-10
Winston,2,MSU19312,359.20,95.50,2022:09:09,0.00,3.35E-08
Winston,2,MSU19289,359.20,95.50,2022:09:10,0.00,2.02E-07
Winston,2,MSU19290,344.31,93.50,2022:09:09,0.00,2.59E-08
Winston,2,MSU19285,355.45,95.00,2022:09:10,0.00,3.55E-08
