,tubeID,End,Received,leakrate,bend,flagE,T1Date,Length,Frequency,Tension,flag,L,dFrequency,dTension,dDays,flag2,DCday,sys,DC,HVseconds,DCflag,ENDday,done?,ok,Comment
21200,MSU22931,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.76,94.0,355.370,pass,C,0.30,-2.500,35D,Pass2,22-12-19,CAEN,-0.50,63741,OK,23/01/18,3,YES,UM  
21201,MSU22932,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1624.82,93.7,352.879,pass,C,0.30,-2.491,25D,Pass2,22-12-16,CAEN,0.86,9280,OK,23/01/09,1,YES,UM BIS5A16 
21202,MSU22933,IHEP,2022-12-14,0.00E+00,0.00,PASS,--------,-------,----,-------,----,-,------,--------,----,-----,--------,----,------,-------,----,--/--/--,0,N/A,UM Swage 
21203,MSU22934,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-09,1624.93,94.3,357.870,pass,C,0.70,-5.101,27D,Pass2,22-12-16,CAEN,-0.86,81953,OK,23/01/09,1,YES,UM BIS5A16 
21204,MSU22935,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1624.85,94.3,357.870,pass,C,0.40,-2.584,26D,Pass2,22-12-16,CAEN,0.00,9275,OK,23/01/09,1,YES,UM BIS5A16 
21205,MSU22936,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.73,93.7,352.879,pass,B,0.60,-4.991,35D,Pass2,22-12-16,CAEN,0.50,9273,OK,23/01/18,3,YES,UM  
21206,MSU22937,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-18,1624.78,94.3,357.870,pass,C,0.40,-2.584,35D,Pass2,22-12-16,CAEN,0.54,9280,OK,23/01/18,3,YES,UM  
21207,MSU22938,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.91,94.7,360.454,pass,C,0.30,-2.517,35D,Pass2,22-12-16,CAEN,0.13,9256,OK,23/01/18,3,YES,UM  
21208,MSU22939,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.97,94.7,360.454,pass,C,0.30,-2.517,34D,Pass2,22-12-15,CAEN,0.00,72646,OK,23/01/18,3,YES,UM  
21209,MSU22940,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-09,1624.74,94.3,357.870,pass,B,0.70,-5.101,27D,Pass2,22-12-16,CAEN,-0.13,9280,OK,23/01/09,1,YES,UM BIS5A16 
21210,MSU22941,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-09,1624.78,95.3,365.497,pass,C,0.40,-2.612,27D,Pass2,22-12-16,CAEN,0.50,9280,OK,23/01/09,1,YES,UM BIS5A16 
21211,MSU22942,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.85,94.0,355.370,pass,C,0.30,-2.500,35D,Pass2,22-12-16,CAEN,0.60,9238,OK,23/01/18,3,YES,UM  
21212,MSU22943,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1624.81,94.7,360.454,pass,C,0.30,-2.517,25D,Pass2,22-12-19,CAEN,-0.18,63739,OK,23/01/09,1,YES,UM BIS5A16 
21213,MSU22944,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.85,94.7,360.454,pass,C,0.30,-2.517,35D,Pass2,22-12-16,CAEN,0.60,9256,OK,23/01/18,3,YES,UM  
21214,MSU22945,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.89,94.0,355.370,pass,C,0.00,0.000,35D,Pass2,22-12-16,CAEN,-0.38,9280,OK,23/01/18,3,YES,UM  
21215,MSU22946,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.83,94.0,355.370,pass,C,0.70,-5.084,34D,Pass2,22-12-15,CAEN,-0.80,72661,OK,23/01/18,3,YES,UM  
21216,MSU22947,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-18,1624.85,93.7,352.879,pass,C,0.60,-4.991,36D,Pass2,22-12-16,CAEN,-0.10,9275,OK,23/01/18,3,YES,UM  
21217,MSU22948,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-18,1624.80,93.7,352.879,pass,C,0.30,-2.491,36D,Pass2,22-12-16,CAEN,1.46,9270,OK,23/01/18,3,YES,UM  
21218,MSU22949,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.86,94.0,355.370,pass,C,0.70,-5.084,35D,Pass2,22-12-16,CAEN,0.00,9280,OK,23/01/18,3,YES,UM  
21219,MSU22950,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.84,94.7,360.454,pass,C,0.30,-2.517,35D,Pass2,22-12-16,CAEN,-0.17,9280,OK,23/01/18,3,YES,UM  
21220,MSU22951,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1624.95,94.7,360.454,pass,C,0.30,-2.517,25D,Pass2,22-12-16,CAEN,0.48,9273,OK,23/01/09,1,YES,UM BIS5A16 
21221,MSU22952,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1625.03,95.0,362.971,pass,C,0.30,-2.526,26D,Pass2,22-12-19,CAEN,-0.50,63704,OK,23/01/09,1,YES,UM BIS5A16 
21222,MSU22953,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.91,94.7,360.454,pass,C,0.30,-2.517,35D,Pass2,22-12-15,CAEN,-0.95,72637,OK,23/01/18,3,YES,UM  
21223,MSU22954,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-18,1624.77,93.0,347.849,pass,C,0.70,-5.030,36D,Pass2,22-12-16,CAEN,-0.36,9277,OK,23/01/18,3,YES,UM  
21224,MSU22955,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-09,1624.58,93.7,352.879,pass,B,0.30,-2.491,27D,Pass2,22-12-16,CAEN,0.49,9246,OK,23/01/09,1,YES,UM BIS5A16 
21225,MSU22956,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.90,94.7,360.454,pass,C,0.60,-5.043,35D,Pass2,22-12-16,CAEN,0.11,9279,OK,23/01/18,3,YES,UM  
21226,MSU22957,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1624.94,94.0,355.370,pass,C,0.30,-2.500,26D,Pass2,22-12-16,CAEN,-0.61,9275,OK,23/01/09,1,YES,UM BIS5A16 
21227,MSU22958,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1625.02,94.3,357.870,pass,C,0.40,-2.584,25D,Pass2,22-12-19,CAEN,-0.50,63715,OK,23/01/09,1,YES,UM BIS5A16 
21228,MSU22959,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.94,95.3,365.497,pass,C,0.70,-5.156,35D,Pass2,22-12-16,CAEN,-0.01,9235,OK,23/01/18,3,YES,UM  
21229,MSU22960,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-09,1625.04,93.7,352.879,pass,C,0.60,-4.991,27D,Pass2,22-12-16,CAEN,-0.01,9281,OK,23/01/09,1,YES,UM BIS5A16 
21230,MSU22961,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-09,1624.83,93.3,350.322,pass,C,0.40,-2.557,27D,Pass2,22-12-16,CAEN,-0.46,9272,OK,23/01/09,1,YES,UM BIS5A16 
21231,MSU22962,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-18,1624.81,94.3,357.870,pass,C,0.40,-2.584,36D,Pass2,22-12-16,CAEN,0.50,9276,OK,23/01/18,3,YES,UM  
21232,MSU22963,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1624.82,94.0,355.370,pass,C,0.30,-2.500,26D,Pass2,22-12-15,CAEN,-0.76,72673,OK,23/01/09,1,YES,UM BIS5A16 
21233,MSU22964,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1625.02,95.3,365.497,pass,C,0.40,-2.612,25D,Pass2,22-12-16,CAEN,0.51,9238,OK,23/01/09,1,YES,UM BIS5A16 
21234,MSU22965,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-09,1624.80,94.3,357.870,pass,C,0.00,0.000,26D,Pass2,22-12-15,CAEN,-0.50,72654,OK,23/01/09,1,YES,UM BIS5A16 
21235,MSU22966,IHEP,2022-12-14,0.00E+00,0.00,PASS,23-01-18,1624.85,94.3,357.870,pass,C,0.40,-2.584,35D,Pass2,22-12-19,CAEN,-0.56,63712,OK,23/01/18,3,YES,UM  
21236,MSU22967,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-18,1624.81,93.7,352.879,pass,C,0.30,-2.491,36D,Pass2,22-12-16,CAEN,-0.04,9251,OK,23/01/18,3,YES,UM  
21237,MSU22968,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-18,1624.85,93.3,350.322,pass,C,0.40,-2.557,36D,Pass2,22-12-16,CAEN,0.13,9275,OK,23/01/18,3,YES,UM  
21238,MSU22969,IHEP,2022-12-13,0.00E+00,0.00,PASS,23-01-09,1624.78,93.3,350.322,pass,C,0.70,-5.048,27D,Pass2,22-12-16,CAEN,0.90,9280,OK,23/01/09,1,YES,UM BIS5A16 
21239,MSU22970,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-17,1624.80,93.7,352.879,pass,C,0.30,-2.491,26D,Pass2,23-01-10,CAEN,0.73,140268,OK,23/01/17,2,YES,UM  
21240,MSU22971,IHEP,2022-12-02,0.00E+00,0.00,PASS,22-12-22,1624.88,93.3,350.322,pass,C,0.70,-5.048,19D,Pass2,22-12-05,CAEN,-0.46,62095,OK,22/12/22,4,YES,UM BIS5A16 
21241,MSU22972,IHEP,2022-12-02,0.00E+00,0.00,PASS,22-12-22,1624.95,93.0,347.849,pass,C,0.70,-5.030,19D,Pass2,22-12-05,CAEN,-0.35,62119,OK,22/12/22,4,YES,UM BIS5A16 
21242,MSU22973,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-18,1624.89,93.7,352.879,pass,C,0.60,-4.991,46D,Pass2,22-12-06,CAEN,0.50,69690,OK,23/01/18,3,YES,UM  
21243,MSU22974,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-09,1624.70,93.3,350.322,pass,B,0.70,-5.048,38D,Pass2,22-12-08,CAEN,0.00,80517,OK,23/01/09,1,YES,UM BIS5A16 
21244,MSU22975,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-18,1624.77,93.3,350.322,pass,C,1.00,-7.548,46D,Pass2,22-12-06,CAEN,0.40,69678,OK,23/01/18,3,YES,UM  
21245,MSU22976,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-18,1624.74,90.7,330.638,pass,B,0.60,-4.831,46D,Pass2,22-12-06,CAEN,-0.01,69689,OK,23/01/18,3,YES,UM  
21246,MSU22977,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-09,1624.98,94.0,355.370,pass,C,0.70,-5.084,38D,Pass2,22-12-08,CAEN,-0.01,80519,OK,23/01/09,1,YES,UM BIS5A16 
21247,MSU22978,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-18,1624.85,94.0,355.370,pass,C,0.30,-2.500,46D,Pass2,22-12-08,CAEN,-0.42,80527,OK,23/01/18,3,YES,UM  
21248,MSU22979,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-18,1624.79,93.7,352.879,pass,C,0.60,-4.991,46D,Pass2,22-12-06,CAEN,-0.47,69616,OK,23/01/18,3,YES,UM  
21249,MSU22980,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-18,1624.83,93.3,350.322,pass,C,0.70,-5.048,46D,Pass2,22-12-06,CAEN,-0.33,69658,OK,23/01/18,3,YES,UM  
21250,MSU22981,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-18,1624.98,93.3,350.322,pass,C,0.70,-5.048,46D,Pass2,22-12-06,CAEN,0.52,69680,OK,23/01/18,3,YES,UM  
21251,MSU22982,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.88,95.7,368.109,pass,C,0.30,-2.544,16D,Pass2,22-12-07,CAEN,0.05,11878,OK,22/12/22,4,YES,UM BIS5A16 
21252,MSU22983,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.82,94.7,360.454,pass,C,0.30,-2.517,43D,Pass2,22-12-08,CAEN,-0.01,22777,OK,23/01/18,3,YES,UM  
21253,MSU22984,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.75,95.3,365.497,pass,B,1.20,-9.027,43D,Pass2,22-12-07,CAEN,0.94,11908,OK,23/01/18,3,YES,UM  
21254,MSU22985,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.83,95.0,362.971,pass,C,0.00,0.000,16D,Pass2,22-12-07,CAEN,0.31,11919,OK,22/12/22,4,YES,UM BIS5A16 
21255,MSU22986,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.79,95.0,362.971,pass,C,0.00,0.000,43D,Pass2,22-12-07,CAEN,-0.33,11842,OK,23/01/18,3,YES,UM  
21256,MSU22987,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.89,94.7,360.454,pass,C,0.30,-2.517,16D,Pass2,22-12-07,CAEN,0.60,11924,OK,22/12/22,4,YES,UM BIS5A16 
21257,MSU22988,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.92,94.3,357.870,pass,C,0.20,-1.291,16D,Pass2,22-12-07,CAEN,0.51,11924,OK,22/12/22,4,YES,UM BIS5A16 
21258,MSU22989,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.70,95.0,362.971,pass,B,0.50,-3.831,16D,Pass2,22-12-07,CAEN,0.47,11905,OK,22/12/22,4,YES,UM BIS5A16 
21259,MSU22990,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.75,95.7,368.109,pass,B,0.30,-2.544,16D,Pass2,22-12-07,CAEN,0.37,11923,OK,22/12/22,4,YES,UM BIS5A16 
21260,MSU22991,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.73,94.7,360.454,pass,B,0.30,-2.517,43D,Pass2,22-12-08,CAEN,-0.83,22784,OK,23/01/18,3,YES,UM  
21261,MSU22992,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.83,95.3,365.497,pass,C,0.20,-1.305,16D,Pass2,22-12-07,CAEN,0.45,11893,OK,22/12/22,4,YES,UM BIS5A16 
21262,MSU22993,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.65,95.3,365.497,pass,B,0.70,-5.156,16D,Pass2,22-12-07,CAEN,0.45,11896,OK,22/12/22,4,YES,UM BIS5A16 
21263,MSU22994,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.78,94.3,357.870,pass,C,0.20,-1.291,43D,Pass2,22-12-07,CAEN,0.26,11917,OK,23/01/18,3,YES,UM  
21264,MSU22995,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.68,94.3,357.870,pass,B,0.20,-1.291,16D,Pass2,22-12-07,CAEN,0.51,11916,OK,22/12/22,4,YES,UM BIS5A16 
21265,MSU22996,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.82,94.7,360.454,pass,C,0.30,-2.517,43D,Pass2,22-12-07,CAEN,0.40,11856,OK,23/01/18,3,YES,UM  
21266,MSU22997,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.85,95.0,362.971,pass,C,0.50,-3.831,43D,Pass2,22-12-07,CAEN,0.65,11919,OK,23/01/18,3,YES,UM  
21267,MSU22998,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.86,94.7,360.454,pass,C,0.60,-5.043,43D,Pass2,22-12-07,CAEN,0.26,11920,OK,23/01/18,3,YES,UM  
21268,MSU22999,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.94,95.0,362.971,pass,C,0.70,-5.138,43D,Pass2,22-12-07,CAEN,0.48,11911,OK,23/01/18,3,YES,UM  
21269,MSU23000,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.70,94.0,355.370,pass,B,0.70,-5.084,43D,Pass2,22-12-07,CAEN,0.49,11922,OK,23/01/18,3,YES,UM  
21270,MSU23001,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.75,94.3,357.870,pass,B,0.70,-5.101,43D,Pass2,22-12-07,CAEN,-0.16,11922,OK,23/01/18,3,YES,UM  
21271,MSU23002,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.81,94.3,357.870,pass,C,0.40,-2.584,43D,Pass2,22-12-08,CAEN,0.51,22778,OK,23/01/18,3,YES,UM  
21272,MSU23003,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1625.06,96.0,370.653,pass,C,0.70,-5.192,43D,Pass2,22-12-07,CAEN,-0.02,11899,OK,23/01/18,3,YES,UM  
21273,MSU23004,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.73,94.7,360.454,pass,B,0.30,-2.517,43D,Pass2,22-12-07,CAEN,0.35,11908,OK,23/01/18,3,YES,UM  
21274,MSU23005,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.95,95.3,365.497,pass,C,0.40,-2.612,16D,Pass2,22-12-07,CAEN,0.54,11924,OK,22/12/22,4,YES,UM BIS5A16 
21275,MSU23006,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.73,94.7,360.454,pass,B,0.30,-2.517,43D,Pass2,22-12-07,CAEN,0.50,11904,OK,23/01/18,3,YES,UM  
21276,MSU23007,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.79,93.7,352.879,pass,C,0.60,-4.991,43D,Pass2,22-12-07,CAEN,0.38,11888,OK,23/01/18,3,YES,UM  
21277,MSU23008,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.50,94.3,357.870,pass,B,0.40,-2.584,43D,Pass2,22-12-07,CAEN,-0.47,11891,OK,23/01/18,3,YES,UM  
21278,MSU23009,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.89,94.7,360.454,pass,C,0.60,-5.043,16D,Pass2,22-12-07,CAEN,0.94,11922,OK,22/12/22,4,YES,UM BIS5A16 
21279,MSU23010,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.83,94.3,357.870,pass,C,0.40,-2.584,16D,Pass2,22-12-07,CAEN,0.38,11918,OK,22/12/22,4,YES,UM BIS5A16 
21280,MSU23011,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.81,95.0,362.971,pass,C,0.30,-2.526,43D,Pass2,22-12-07,CAEN,0.21,11923,OK,23/01/18,3,YES,UM  
21281,MSU23012,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.86,94.7,360.454,pass,C,0.60,-5.043,43D,Pass2,22-12-07,CAEN,0.09,11925,OK,23/01/18,3,YES,UM  
21282,MSU23013,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.83,94.7,360.454,pass,C,0.30,-2.517,43D,Pass2,22-12-06,CAEN,0.20,69692,OK,23/01/18,3,YES,UM  
21283,MSU23014,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.90,94.3,357.870,pass,C,0.70,-5.101,43D,Pass2,22-12-06,CAEN,0.50,69692,OK,23/01/18,3,YES,UM  
21284,MSU23015,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.74,94.7,360.454,pass,B,0.60,-5.043,43D,Pass2,22-12-06,CAEN,0.50,69676,OK,23/01/18,3,YES,UM  
21285,MSU23016,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.54,94.3,357.870,pass,B,0.70,-5.101,43D,Pass2,22-12-07,CAEN,0.25,11924,OK,23/01/18,3,YES,UM  
21286,MSU23017,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-25,1624.71,88.3,313.792,fail,B,0.40,-2.420,18D,Pass2,22-12-06,CAEN,0.39,8809,OK,23/01/25,3,NO,UM  
21287,MSU23018,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.93,94.7,360.454,pass,C,1.30,-10.199,16D,Pass2,22-12-07,CAEN,0.53,11910,OK,22/12/22,4,YES,UM BIS5A16 
21288,MSU23019,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.77,94.0,355.370,pass,C,0.30,-2.500,43D,Pass2,22-12-06,CAEN,0.49,69692,OK,23/01/18,3,YES,UM  
21289,MSU23020,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.72,94.0,355.370,pass,B,2.00,-15.283,16D,Pass2,22-12-07,CAEN,0.63,11910,OK,22/12/22,4,YES,UM BIS5A16 
21290,MSU23021,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.87,94.3,357.870,pass,C,0.40,-2.584,16D,Pass2,22-12-07,CAEN,1.05,11923,OK,22/12/22,4,YES,UM BIS5A16 
21291,MSU23022,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.90,94.3,357.870,pass,C,0.70,-5.101,43D,Pass2,22-12-06,CAEN,0.50,69674,OK,23/01/18,3,YES,UM  
21292,MSU23023,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.90,95.3,365.497,pass,C,0.40,-2.612,16D,Pass2,22-12-06,CAEN,-0.23,10094,OK,22/12/22,4,YES,UM BIS5A16 
21293,MSU23024,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-09,1624.81,93.7,352.879,pass,C,0.30,-2.491,34D,Pass2,22-12-06,CAEN,-0.07,10782,OK,23/01/09,1,YES,UM BIS5A16 
21294,MSU23025,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.83,95.0,362.971,pass,C,0.30,-2.526,43D,Pass2,22-12-07,CAEN,-0.08,11925,OK,23/01/18,3,YES,UM  
21295,MSU23026,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.86,94.3,357.870,pass,C,0.40,-2.584,43D,Pass2,22-12-06,CAEN,0.99,69684,OK,23/01/18,3,YES,UM  
21296,MSU23027,IHEP,2022-12-05,0.00E+00,0.00,PASS,23-01-18,1624.94,94.7,360.454,pass,C,1.00,-7.655,43D,Pass2,22-12-06,CAEN,0.49,8809,OK,23/01/18,3,YES,UM  
21297,MSU23028,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.82,95.0,362.971,pass,C,0.30,-2.526,16D,Pass2,22-12-06,CAEN,-0.43,10067,OK,22/12/22,4,YES,UM BIS5A16 
21298,MSU23029,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.85,94.7,360.454,pass,C,0.30,-2.517,16D,Pass2,22-12-06,CAEN,-0.50,10099,OK,22/12/22,4,YES,UM BIS5A16 
21299,MSU23030,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.70,93.7,352.879,pass,B,0.60,-4.991,16D,Pass2,22-12-06,CAEN,0.01,10108,OK,22/12/22,4,YES,UM BIS5A16 
21300,MSU23031,IHEP,2022-12-05,0.00E+00,0.00,PASS,22-12-22,1624.93,95.3,365.497,pass,C,0.70,-5.156,16D,Pass2,22-12-06,CAEN,0.02,10122,OK,22/12/22,4,YES,UM BIS5A16 
21301,MSU23032,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.54,93.3,350.322,pass,B,0.40,-2.557,33D,Pass2,22-12-08,CAEN,-0.42,10850,OK,23/01/09,1,YES,UM BIS5A16 
21302,MSU23033,IHEP,2022-12-05,9.90E+00,0.00,PASS,22-12-05,1624.46,95.5,366.802,pass,B,------,--------,----,-----,--------,----,------,-------,----,--/--/--,0,N/A,UM LEAKY 
21303,MSU23034,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.79,93.7,352.879,pass,C,0.30,-2.491,34D,Pass2,22-12-08,CAEN,0.96,10869,OK,23/01/09,1,YES,UM BIS5A16 
21304,MSU23035,IHEP,2022-12-06,0.00E+00,0.00,PASS,22-12-06,1624.76,114.0,522.679,fail,C,------,--------,----,-----,--------,----,------,-------,----,--/--/--,0,NO,UM  
21305,MSU23036,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.72,93.7,352.879,pass,B,0.30,-2.491,33D,Pass2,22-12-08,CAEN,0.02,10861,OK,23/01/09,1,YES,UM BIS5A16 
21306,MSU23037,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-18,1624.65,94.0,355.370,pass,B,0.70,-5.084,42D,Pass2,22-12-08,CAEN,0.49,10849,OK,23/01/18,3,YES,UM  
21307,MSU23038,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.83,94.7,360.454,pass,C,0.30,-2.517,33D,Pass2,22-12-08,CAEN,-0.51,10828,OK,23/01/09,1,YES,UM BIS5A16 
21308,MSU23039,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-18,1624.80,93.0,347.849,pass,C,0.00,0.000,42D,Pass2,22-12-08,CAEN,0.53,10821,OK,23/01/18,3,YES,UM  
21309,MSU23040,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.74,93.7,352.879,pass,B,0.30,-2.491,33D,Pass2,22-12-08,CAEN,-0.02,10849,OK,23/01/09,1,YES,UM BIS5A16 
21310,MSU23041,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.71,93.3,350.322,pass,B,0.40,-2.557,33D,Pass2,22-12-08,CAEN,-0.30,10866,OK,23/01/09,1,YES,UM BIS5A16 
21311,MSU23042,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-18,1624.44,93.3,350.322,pass,B,0.40,-2.557,42D,Pass2,22-12-08,CAEN,-0.49,10849,OK,23/01/18,3,YES,UM  
21312,MSU23043,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-18,1624.80,94.3,357.870,pass,C,0.20,-1.291,42D,Pass2,22-12-08,CAEN,0.13,10835,OK,23/01/18,3,YES,UM  
21313,MSU23044,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.74,93.7,352.879,pass,B,0.30,-2.491,34D,Pass2,22-12-08,CAEN,0.60,10863,OK,23/01/09,1,YES,UM BIS5A16 
21314,MSU23045,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.90,95.0,362.971,pass,C,0.00,0.000,34D,Pass2,22-12-08,CAEN,-0.17,10856,OK,23/01/09,1,YES,UM BIS5A16 
21315,MSU23046,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1624.88,94.7,360.454,pass,C,-0.20,1.293,33D,Pass2,22-12-08,CAEN,-0.26,57672,OK,23/01/09,1,YES,UM BIS5A16 
21316,MSU23047,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-18,1625.03,95.3,365.497,pass,C,0.20,-1.305,42D,Pass2,22-12-08,CAEN,0.11,10867,OK,23/01/18,3,YES,UM  
21317,MSU23048,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-18,1624.80,95.0,362.971,pass,C,0.50,-3.831,42D,Pass2,22-12-08,CAEN,0.27,10866,OK,23/01/18,3,YES,UM  
21318,MSU23049,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-09,1625.04,94.3,357.870,pass,C,0.20,-1.291,34D,Pass2,22-12-08,CAEN,0.12,10866,OK,23/01/09,1,YES,UM BIS5A16 
21319,MSU23050,IHEP,2022-12-06,0.00E+00,0.00,PASS,23-01-18,1624.87,94.3,357.870,pass,C,0.20,-1.291,42D,Pass2,22-12-08,CAEN,0.49,10827,OK,23/01/18,3,YES,UM  
