,tubeID,End,Received,leakrate,bend,flagE,T1Date,Length,Frequency,Tension,flag,L,dFrequency,dTension,dDays,flag2,DCday,sys,DC,HVseconds,DCflag,ENDday,done?,ok,Comment
19702,MSU21379,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.85,94.0,355.370,pass,C,0.70,-5.084,26D,Pass2,22-11-23,CAEN,0.21,7233,OK,22/12/14,3,OK,UM BIS5A12 
19703,MSU21380,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.78,93.3,350.322,pass,C,0.70,-5.048,26D,Pass2,22-11-23,CAEN,0.02,7218,OK,22/12/14,3,OK,UM BIS5A12 
19704,MSU21381,IHEP,2022-11-18,0.00E+00,0.00,PASS,23-01-27,1624.43,90.0,325.769,pass,B,3.30,-24.553,69D,Fail2,22-11-21,CAEN,0.00,59807,OK,23/01/27,5,NO,UM  
19705,MSU21382,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-09,1624.67,92.7,345.385,pass,B,1.30,-9.985,20D,Pass2,22-11-21,CAEN,0.54,9222,OK,22/12/09,5,OK,UM BIS5A12 
19706,MSU21383,IHEP,2022-11-18,0.00E+00,0.00,PASS,23-01-18,1624.71,93.3,350.322,pass,B,0.70,-5.048,60D,Pass2,22-11-21,CAEN,-0.26,9243,OK,23/01/18,3,YES,UM  
19707,MSU21384,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.84,94.0,355.370,pass,C,0.70,-5.084,26D,Pass2,22-11-23,CAEN,0.43,7254,OK,22/12/14,3,OK,UM BIS5C14 
19708,MSU21385,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-13,1624.69,93.0,347.849,pass,B,1.00,-7.521,24D,Pass2,22-11-21,CAEN,0.08,9239,OK,22/12/13,2,OK,UM BIS5A12 
19709,MSU21386,IHEP,2022-11-18,0.00E+00,0.00,PASS,23-01-18,1624.60,93.0,347.849,pass,B,0.70,-5.030,60D,Pass2,22-11-21,CAEN,-0.32,59799,OK,23/01/18,3,YES,UM  
19710,MSU21387,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-21,1624.76,93.7,352.879,pass,C,0.30,-2.491,32D,Pass2,22-11-21,CAEN,1.29,9227,OK,22/12/21,3,YES,UM BIS5A16 
19711,MSU21388,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-13,1624.56,92.7,345.385,pass,B,0.60,-4.937,24D,Pass2,22-11-21,CAEN,-0.78,9238,OK,22/12/13,2,OK,UM BIS5A12 
19712,MSU21389,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.69,94.3,357.870,pass,B,0.70,-5.101,26D,Pass2,22-11-23,CAEN,-0.23,7208,OK,22/12/14,3,OK,UM BIS5C14 
19713,MSU21390,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.54,94.0,355.370,pass,B,0.70,-5.084,26D,Pass2,22-11-23,CAEN,-0.45,7257,OK,22/12/14,3,OK,UM BIS5C14 
19714,MSU21391,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-09,1624.70,93.0,347.849,pass,B,1.70,-12.605,20D,Pass2,22-11-21,CAEN,-0.44,9196,OK,22/12/09,5,OK,UM BIS5A12 
19715,MSU21392,IHEP,2022-11-18,0.00E+00,0.00,PASS,23-01-18,1624.73,93.7,352.879,pass,B,1.00,-7.575,60D,Pass2,22-11-21,CAEN,0.49,59782,OK,23/01/18,3,YES,UM  
19716,MSU21393,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-22,1624.67,93.0,347.849,pass,B,1.00,-7.521,33D,Pass2,22-11-21,CAEN,-0.42,59812,OK,22/12/22,4,YES,UM BIS5A16 
19717,MSU21394,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.87,94.0,355.370,pass,C,1.00,-7.601,26D,Pass2,22-11-23,CAEN,0.01,7250,OK,22/12/14,3,OK,UM BIS5C14 
19718,MSU21395,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-22,1624.74,94.3,357.870,pass,B,1.00,-7.627,33D,Pass2,22-11-21,CAEN,-0.27,59793,OK,22/12/22,4,YES,UM BIS5A16 
19719,MSU21396,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.89,94.3,357.870,pass,C,0.70,-5.101,26D,Pass2,22-11-23,CAEN,0.06,7243,OK,22/12/14,3,OK,UM BIS5A12 
19720,MSU21397,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.68,94.3,357.870,pass,B,0.70,-5.101,26D,Pass2,22-11-23,CAEN,0.07,7245,OK,22/12/14,3,OK,UM BIS5A12 
19721,MSU21398,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.08,93.3,350.322,pass,A,0.40,-2.557,23D,Pass2,22-11-22,CAEN,0.52,62511,OK,22/12/14,3,OK,UM BIS5C14 
19722,MSU21399,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.20,93.3,350.322,pass,A,0.40,-2.557,23D,Pass2,22-11-22,CAEN,-0.00,62515,OK,22/12/14,3,OK,UM BIS5C14 
19723,MSU21400,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.37,93.0,347.849,pass,B,1.00,-7.521,23D,Pass2,22-11-22,CAEN,0.50,62508,OK,22/12/14,3,OK,UM BIS5C14 
19724,MSU21401,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.60,94.3,357.870,pass,B,0.40,-2.584,23D,Pass2,22-11-22,CAEN,0.35,62473,OK,22/12/14,3,OK,UM BIS5C14 
19725,MSU21402,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.76,95.0,362.971,pass,C,0.30,-2.526,23D,Pass2,22-11-22,CAEN,-0.01,62457,OK,22/12/14,3,OK,UM BIS5C14 
19726,MSU21403,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.48,93.3,350.322,pass,B,0.40,-2.557,22D,Pass2,22-11-22,CAEN,0.44,18202,OK,22/12/14,3,OK,UM BIS5C14 
19727,MSU21404,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.59,94.0,355.370,pass,B,0.30,-2.500,23D,Pass2,22-11-23,CAEN,0.16,7255,OK,22/12/14,3,OK,UM BIS5C14 
19728,MSU21405,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.65,94.7,360.454,pass,B,0.30,-2.517,23D,Pass2,22-11-22,CAEN,-0.03,62517,OK,22/12/14,3,OK,UM BIS5C14 
19729,MSU21406,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.71,94.7,360.454,pass,B,0.30,-2.517,23D,Pass2,22-11-23,CAEN,0.01,7257,OK,22/12/14,3,OK,UM BIS5C14 
19730,MSU21407,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.51,94.0,355.370,pass,B,0.30,-2.500,23D,Pass2,22-11-22,CAEN,-0.01,62472,OK,22/12/14,3,OK,UM BIS5C14 
19731,MSU21408,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.46,94.3,357.870,pass,B,0.40,-2.584,23D,Pass2,22-11-22,CAEN,0.43,62503,OK,22/12/14,3,OK,UM BIS5C14 
19732,MSU21409,IHEP,2022-11-21,0.00E+00,0.00,PASS,23-01-09,1624.59,94.0,355.370,pass,B,0.30,-2.500,48D,Pass2,22-12-15,CAEN,-0.44,72623,OK,23/01/09,1,YES,UM BIS5A16 
19733,MSU21410,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.56,94.3,357.870,pass,B,0.00,0.000,23D,Pass2,22-11-22,CAEN,0.00,62511,OK,22/12/14,3,OK,UM BIS5C14 
19734,MSU21411,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.32,93.0,347.849,pass,B,0.30,-2.473,23D,Pass2,22-11-22,CAEN,-0.32,18257,OK,22/12/14,3,OK,UM BIS5C14 
19735,MSU21412,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.37,94.3,357.870,pass,B,0.70,-5.101,23D,Pass2,22-11-22,CAEN,0.37,62512,OK,22/12/14,3,OK,UM BIS5C14 
19736,MSU21413,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.79,95.0,362.971,pass,C,0.70,-5.138,23D,Pass2,22-11-22,CAEN,-0.02,62515,OK,22/12/14,3,OK,UM BIS5C14 
19737,MSU21414,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-11-21,1623.41,94.7,360.454,fail,E,------,--------,----,-----,--------,----,------,-------,----,--/--/--,0,N/A,UM Length 
19738,MSU21415,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.42,94.0,355.370,pass,B,0.70,-5.084,23D,Pass2,22-11-22,CAEN,-0.45,62460,OK,22/12/14,3,OK,UM BIS5C14 
19739,MSU21416,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.43,94.0,355.370,pass,B,0.30,-2.500,23D,Pass2,22-11-22,CAEN,0.48,62501,OK,22/12/14,3,OK,UM BIS5C14 
19740,MSU21417,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.47,93.3,350.322,pass,B,0.40,-2.557,23D,Pass2,22-11-22,CAEN,-0.46,18247,OK,22/12/14,3,OK,UM BIS5C14 
19741,MSU21418,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.46,94.0,355.370,pass,B,0.30,-2.500,23D,Pass2,22-11-22,CAEN,-0.01,62480,OK,22/12/14,3,OK,UM BIS5C14 
19742,MSU21419,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.17,94.0,355.370,pass,A,0.70,-5.084,23D,Pass2,22-11-22,CAEN,-0.48,62511,OK,22/12/14,3,OK,UM BIS5C14 
19743,MSU21420,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.28,93.7,352.879,pass,B,0.30,-2.491,23D,Pass2,22-11-22,CAEN,0.05,62514,OK,22/12/14,3,OK,UM BIS5C14 
19744,MSU21421,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.10,94.0,355.370,pass,A,0.30,-2.500,23D,Pass2,22-11-22,CAEN,-0.02,62510,OK,22/12/14,3,OK,UM BIS5C14 
19745,MSU21422,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.55,94.3,357.870,pass,B,0.40,-2.584,23D,Pass2,22-11-22,CAEN,0.40,62498,OK,22/12/14,3,OK,UM BIS5C14 
19746,MSU21423,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.20,94.0,355.370,pass,A,0.30,-2.500,23D,Pass2,22-11-22,CAEN,-0.00,62508,OK,22/12/14,3,OK,UM BIS5C14 
19747,MSU21424,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.59,94.0,355.370,pass,B,0.70,-5.084,23D,Pass2,22-11-22,CAEN,0.04,62513,OK,22/12/14,3,OK,UM BIS5C14 
19748,MSU21425,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.51,94.0,355.370,pass,B,0.30,-2.500,23D,Pass2,22-11-22,CAEN,0.06,62517,OK,22/12/14,3,OK,UM BIS5C14 
19749,MSU21426,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-13,1624.47,94.3,357.870,pass,B,0.70,-5.101,22D,Pass2,22-11-29,CAEN,-0.41,183087,OK,22/12/13,2,OK,UM BIS5C14 
19750,MSU21427,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.62,94.3,357.870,pass,B,0.40,-2.584,23D,Pass2,22-11-22,CAEN,0.01,62510,OK,22/12/14,3,OK,UM BIS5C14 
19751,MSU21428,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.45,94.3,357.870,pass,B,0.00,0.000,23D,Pass2,22-11-22,CAEN,0.00,62443,OK,22/12/14,3,OK,UM BIS5C14 
19752,MSU21429,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.48,94.3,357.870,pass,B,0.40,-2.584,23D,Pass2,22-11-22,CAEN,-0.03,18221,OK,22/12/14,3,OK,UM BIS5C14 
19753,MSU21430,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.52,93.0,347.849,pass,B,0.30,-2.473,28D,Pass2,22-11-15,CAEN,-0.01,19966,OK,22/12/07,3,OK,UM BIS5C14 
19754,MSU21431,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-11-23,1624.57,93.4,350.848,pass,B,0.60,-4.522,14D,Pass2,22-11-17,CAEN,0.56,11028,OK,22/11/23,3,OK,UM BIS5A12 
19755,MSU21432,IHEP,2022-11-08,0.00E+00,0.00,PASS,23-01-17,1624.52,92.7,345.385,fail,B,0.00,0.000,34D,Pass2,22-11-17,CAEN,0.15,10991,OK,23/01/17,2,N/A,UM Length 
19756,MSU21433,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-11-23,1624.65,92.7,345.385,pass,B,0.30,-2.464,14D,Pass2,22-11-17,CAEN,0.48,11029,OK,22/11/23,3,OK,UM BIS5A12 
19757,MSU21434,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.56,92.7,345.385,pass,B,0.60,-4.937,28D,Pass2,22-11-15,CAEN,0.94,19986,OK,22/12/07,3,OK,UM BIS5C14 
19758,MSU21435,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.53,92.7,345.385,pass,B,0.60,-4.937,28D,Pass2,22-11-15,CAEN,0.48,19988,OK,22/12/07,3,OK,UM BIS5C14 
19759,MSU21436,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.56,92.7,345.385,pass,B,0.60,-4.937,28D,Pass2,22-11-15,CAEN,1.00,19982,OK,22/12/07,3,OK,UM BIS5C14 
19760,MSU21437,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.55,93.3,350.322,pass,B,0.70,-5.048,28D,Pass2,22-11-15,CAEN,0.60,19940,OK,22/12/07,3,OK,UM BIS5C14 
19761,MSU21438,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.62,94.0,355.370,pass,B,0.30,-2.500,28D,Pass2,22-11-15,CAEN,0.42,19943,OK,22/12/07,3,OK,UM BIS5C14 
19762,MSU21439,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.76,92.3,342.855,pass,C,0.70,-4.994,28D,Pass2,22-11-16,CAEN,-0.08,37931,OK,22/12/07,3,OK,UM BIS5C14 
19763,MSU21440,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.55,93.0,347.849,pass,B,1.00,-7.521,28D,Pass2,22-11-15,CAEN,0.03,19980,OK,22/12/07,3,OK,UM BIS5C14 
19764,MSU21441,IHEP,2022-11-08,0.00E+00,0.00,PASS,22-12-07,1624.40,92.0,340.409,pass,B,0.70,-4.976,28D,Pass2,22-11-15,CAEN,0.50,19948,OK,22/12/07,3,OK,UM BIS5C14 
19765,MSU21442,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.42,91.7,337.971,pass,B,0.50,-4.290,27D,Pass2,22-11-15,CAEN,-0.44,19970,OK,22/12/07,3,OK,UM BIS5C14 
19766,MSU21443,IHEP,2022-11-09,0.00E+00,0.00,PASS,23-01-11,1624.49,92.7,345.385,pass,B,0.50,-4.337,62D,Pass2,22-11-14,CAEN,-0.06,10777,OK,23/01/11,3,YES,UM BIS6C02 
19767,MSU21444,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.71,92.7,345.385,pass,B,0.10,-0.597,42D,Pass2,22-11-14,CAEN,-0.43,10728,OK,22/12/22,4,YES,UM BIS5A16 
19768,MSU21445,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.52,91.7,337.971,pass,B,0.10,-0.590,42D,Pass2,22-11-14,CAEN,-0.46,10738,OK,22/12/22,4,YES,UM BIS5A16 
19769,MSU21446,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.88,93.3,350.322,pass,C,0.40,-2.557,27D,Pass2,22-11-15,CAEN,0.52,19991,OK,22/12/07,3,OK,UM BIS5C14 
19770,MSU21447,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-09,1624.36,79.6,254.830,fail,B,------,--------,----,-----,23-01-23,CAEN,0.74,129548,OK,23/01/23,1,NO,UM  
19771,MSU21448,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.42,93.0,347.849,pass,B,0.00,0.000,42D,Pass2,22-11-14,CAEN,-0.16,10777,OK,22/12/22,4,YES,UM BIS5A16 
19772,MSU21449,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.91,93.3,350.322,pass,C,0.20,-1.278,42D,Pass2,22-11-11,CAEN,-0.24,4961,OK,22/12/22,4,YES,UM BIS5A16 
19773,MSU21450,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.50,92.7,345.385,pass,B,0.50,-3.962,42D,Pass2,22-11-14,CAEN,-0.47,10776,OK,22/12/22,4,YES,UM BIS5A16 
19774,MSU21451,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.48,92.7,345.385,pass,B,0.30,-2.464,42D,Pass2,22-11-14,CAEN,-0.30,10741,OK,22/12/22,4,YES,UM BIS5A16 
19775,MSU21452,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.61,93.0,347.849,pass,B,-0.40,2.986,42D,Pass2,22-11-14,CAEN,-0.13,10774,OK,22/12/22,4,YES,UM BIS5A16 
19776,MSU21453,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.64,92.7,345.385,pass,B,0.50,-4.337,13D,Pass2,22-11-11,CAEN,-0.32,4972,OK,22/11/23,3,OK,UM BIS5A12 
19777,MSU21454,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.57,93.0,347.849,pass,B,0.00,0.000,27D,Pass2,22-11-14,CAEN,0.09,66006,OK,22/12/07,3,OK,UM BIS5C14 
19778,MSU21455,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.66,92.7,345.385,pass,B,0.30,-2.464,42D,Pass2,22-11-11,CAEN,-0.44,4966,OK,22/12/22,4,YES,UM BIS5A16 
19779,MSU21456,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.68,93.0,347.849,pass,B,0.50,-3.751,27D,Pass2,22-11-15,CAEN,0.40,24956,OK,22/12/07,3,OK,UM BIS5C14 
19780,MSU21457,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-22,1624.36,92.0,340.409,pass,B,0.50,-3.710,42D,Pass2,22-11-11,CAEN,0.00,4963,OK,22/12/22,4,YES,UM BIS5A16 
19781,MSU21458,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.49,93.0,347.849,pass,B,0.20,-1.873,13D,Pass2,22-11-18,CAEN,0.37,294063,OK,22/11/23,3,OK,UM BIS5A12 
19782,MSU21459,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.56,95.0,362.971,pass,B,-0.30,2.517,13D,Pass2,22-11-17,CAEN,0.52,59296,OK,22/11/23,3,OK,UM BIS5A12 
19783,MSU21460,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.58,93.0,347.849,pass,B,0.00,0.000,13D,Pass2,22-11-17,CAEN,0.18,59318,OK,22/11/23,3,OK,UM BIS5A12 
19784,MSU21461,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.83,93.0,347.849,pass,C,0.20,-1.873,13D,Pass2,22-11-17,CAEN,0.56,59313,OK,22/11/23,3,OK,UM BIS5A12 
19785,MSU21462,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.72,91.3,335.469,pass,B,0.20,-1.250,13D,Pass2,22-11-17,CAEN,0.37,59314,OK,22/11/23,3,OK,UM BIS5A12 
19786,MSU21463,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-20,1624.58,93.3,350.322,pass,B,0.50,-3.160,40D,Pass2,22-11-17,CAEN,0.33,59293,OK,22/12/20,2,OK,UM BIS5C14 
19787,MSU21464,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.26,93.3,350.322,pass,B,0.50,-3.160,13D,Pass2,22-11-17,CAEN,0.02,59315,OK,22/11/23,3,OK,UM BIS5A12 
19788,MSU21465,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.69,94.0,355.370,pass,B,0.20,-1.893,13D,Pass2,22-11-17,CAEN,-0.00,11030,OK,22/11/23,3,OK,UM BIS5A12 
19789,MSU21466,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.48,93.0,347.849,pass,B,0.20,-1.873,13D,Pass2,22-11-17,CAEN,0.99,59318,OK,22/11/23,3,OK,UM BIS5A12 
19790,MSU21467,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.46,93.0,347.849,pass,B,0.20,-1.873,13D,Pass2,22-11-17,CAEN,0.22,59318,OK,22/11/23,3,OK,UM BIS5A12 
19791,MSU21468,IHEP,2022-11-09,0.00E+00,1.00,Fail,22-11-23,1624.58,93.3,350.322,pass,B,0.20,-1.278,13D,Pass2,22-11-17,CAEN,1.15,59311,OK,22/11/23,3,N/A,UM Bent 
19792,MSU21469,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.75,93.3,350.322,pass,B,0.50,-3.160,13D,Pass2,22-11-17,CAEN,0.08,59293,OK,22/11/23,3,OK,UM BIS5A12 
19793,MSU21470,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-09,1624.62,92.3,342.855,pass,B,1.20,-8.745,29D,Pass2,22-11-16,CAEN,0.32,42920,OK,22/12/09,5,OK,UM BIS5A12 
19794,MSU21471,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.42,92.0,340.409,pass,B,0.20,-1.852,27D,Pass2,22-11-14,CAEN,0.42,66031,OK,22/12/07,3,OK,UM BIS5A12 
19795,MSU21472,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-13,1624.54,92.7,345.385,pass,B,0.50,-4.337,33D,Pass2,22-11-15,CAEN,0.13,19981,OK,22/12/13,2,OK,UM BIS5A12 
19796,MSU21473,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.59,92.7,345.385,pass,B,0.80,-6.215,27D,Pass2,22-11-15,CAEN,0.20,19917,OK,22/12/07,3,OK,UM BIS5C14 
19797,MSU21474,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.69,92.3,342.855,pass,B,0.20,-1.264,28D,Pass2,22-11-15,CAEN,-0.01,19991,OK,22/12/07,3,OK,UM BIS5C14 
19798,MSU21475,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.52,93.0,347.849,pass,B,0.50,-3.751,28D,Pass2,22-11-15,CAEN,0.56,19991,OK,22/12/07,3,OK,UM BIS5C14 
19799,MSU21476,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.66,93.3,350.322,pass,B,0.70,-5.048,27D,Pass2,22-11-15,CAEN,0.40,19968,OK,22/12/07,3,OK,UM BIS5C14 
19800,MSU21477,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.62,92.7,345.385,pass,B,0.50,-4.337,27D,Pass2,22-11-15,CAEN,0.08,19949,OK,22/12/07,3,OK,UM BIS5C14 
19801,MSU21478,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.68,93.0,347.849,pass,B,0.50,-3.751,27D,Pass2,22-11-15,CAEN,0.37,19969,OK,22/12/07,3,OK,UM BIS5C14 
19802,MSU21479,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.79,93.7,352.879,pass,C,0.50,-4.384,27D,Pass2,22-11-15,CAEN,-0.28,19988,OK,22/12/07,3,OK,UM BIS5C14 
19803,MSU21480,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-12-07,1624.63,93.7,352.879,pass,B,0.30,-2.491,27D,Pass2,22-11-15,CAEN,0.00,19973,OK,22/12/07,3,OK,UM BIS5C14 
19804,MSU21481,IHEP,2022-11-09,0.00E+00,0.00,PASS,22-11-23,1624.72,93.0,347.849,pass,B,0.20,-1.873,13D,Pass2,22-11-17,CAEN,0.20,59257,OK,22/11/23,3,OK,UM BIS5A12 
19805,MSU21482,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-27,1624.54,92.3,342.855,pass,B,0.70,-4.994,77D,Pass2,22-11-11,CAEN,-0.01,4942,OK,23/01/27,5,YES,UM  
19806,MSU21483,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.86,92.7,345.385,pass,C,0.30,-2.464,68D,Pass2,22-11-11,CAEN,-0.02,237380,OK,23/01/18,3,YES,UM  
19807,MSU21484,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-21,1624.85,93.7,352.879,pass,C,0.30,-2.491,40D,Pass2,22-11-11,CAEN,0.48,4935,OK,22/12/21,3,YES,UM BIS5A16 
19808,MSU21485,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.45,93.3,350.322,pass,B,0.00,0.000,26D,Pass2,22-11-14,CAEN,0.13,66029,OK,22/12/07,3,OK,UM BIS5C14 
19809,MSU21486,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.67,94.3,357.870,pass,B,0.40,-2.584,68D,Pass2,22-11-11,CAEN,-0.01,4967,OK,23/01/18,3,YES,UM  
19810,MSU21487,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.34,93.0,347.849,pass,B,0.70,-5.030,68D,Pass2,22-11-11,CAEN,-0.37,4970,OK,23/01/18,3,YES,UM  
19811,MSU21488,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.92,94.0,355.370,pass,C,0.30,-2.500,68D,Pass2,22-11-14,CAEN,0.00,10776,OK,23/01/18,3,YES,UM  
19812,MSU21489,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.87,94.0,355.370,pass,C,0.70,-5.084,68D,Pass2,22-11-14,CAEN,-0.32,10769,OK,23/01/18,3,YES,UM  
19813,MSU21490,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.95,93.7,352.879,pass,C,0.60,-4.991,68D,Pass2,22-11-14,CAEN,-0.02,10743,OK,23/01/18,3,YES,UM  
19814,MSU21491,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.73,93.3,350.322,pass,B,0.40,-2.557,68D,Pass2,22-11-14,CAEN,0.48,10758,OK,23/01/18,3,YES,UM  
19815,MSU21492,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.57,93.0,347.849,pass,B,0.00,0.000,68D,Pass2,22-11-14,CAEN,-0.02,10776,OK,23/01/18,3,YES,UM  
19816,MSU21493,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.58,93.7,352.879,pass,B,0.00,0.000,26D,Pass2,22-11-14,CAEN,0.13,71832,OK,22/12/07,3,OK,UM BIS5A12 
19817,MSU21494,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.55,93.7,352.879,pass,B,0.30,-2.491,68D,Pass2,22-11-14,CAEN,-0.01,10701,OK,23/01/18,3,YES,UM  
19818,MSU21495,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.79,93.3,350.322,pass,C,0.40,-2.557,68D,Pass2,22-11-14,CAEN,-0.37,10774,OK,23/01/18,3,YES,UM  
