,Date,ID,ndc
4844,2022-05-03,MSU17077,2
4845,2022-05-03,MSU16819,2
4846,2022-05-03,MSU17111,1
4847,2022-05-03,MSU16771,2
4848,2022-05-03,MSU17091,3
4849,2022-05-03,MSU15862,1
4850,2022-05-03,MSU16901,3
4851,2022-05-31,MSU17192,1
4852,2022-05-31,MSU17081,2
4853,2022-05-31,MSU16502,2
4854,2022-05-31,MSU16979,2
4855,2022-05-31,MSU15437,1
4856,2022-05-31,MSU16557,1
4857,2022-05-31,MSU17064,1
4858,2022-05-31,MSU16097,1
4859,2022-05-31,MSU16988,1
4860,2022-05-31,MSU12488,1
4861,2022-05-31,MSU16211,2
4862,2022-05-31,MSU16507,2
4863,2022-05-31,MSU16456,1
4864,2022-05-31,MSU16415,1
4865,2022-05-31,MSU16844,2
4866,2022-05-31,MSU16899,3
4867,2022-05-31,MSU17003,1
4868,2022-05-31,MSU17029,1
4869,2022-05-31,MSU16977,1
4870,2022-05-31,MSU16149,1
4871,2022-05-31,MSU16854,1
4872,2022-05-31,MSU15760,1
4873,2022-05-31,MSU16928,1
4874,2022-05-31,MSU16465,1
4875,2022-05-31,MSU16254,1
4876,2022-05-31,MSU17075,1
4877,2022-05-31,MSU15257,2
4878,2022-05-31,MSU16843,3
4879,2022-05-31,MSU17030,1
4880,2022-05-31,MSU17063,1
4881,2022-05-31,MSU16990,2
4882,2022-05-31,MSU16327,2
4883,2022-05-31,MSU16982,1
4884,2022-05-31,MSU17130,2
4885,2022-05-31,MSU16869,2
4886,2022-05-31,MSU16812,1
4887,2022-05-31,MSU16638,2
4888,2022-05-31,MSU17156,2
4889,2022-05-31,MSU12987,1
4890,2022-05-31,MSU17060,1
4891,2022-05-31,MSU17197,1
4892,2022-05-31,MSU16189,2
4893,2022-05-31,MSU16054,2
4894,2022-05-31,MSU16976,2
4895,2022-05-31,MSU16687,3
4896,2022-05-31,MSU16952,3
4897,2022-05-31,MSU16950,2
4898,2022-05-31,MSU17028,1
4899,2022-05-31,MSU16966,1
4900,2022-05-31,MSU16412,1
4901,2022-05-31,MSU16499,1
4902,2022-05-31,MSU15818,1
4903,2022-05-31,MSU16212,2
4904,2022-05-31,MSU16799,2
4905,2022-05-31,MSU16852,1
4906,2022-05-31,MSU17181,2
4907,2022-05-31,MSU16372,1
4908,2022-05-31,MSU16944,2
4909,2022-05-31,MSU17082,3
4910,2022-05-31,MSU17040,2
4911,2022-05-31,MSU15267,2
4912,2022-05-31,MSU16953,1
4913,2022-05-31,MSU10789,1
4914,2022-05-31,MSU17123,1
4915,2022-05-31,MSU17146,2
4916,2022-05-31,MSU16792,3
4917,2022-05-31,MSU16346,1
4918,2022-05-31,MSU17080,1
4919,2022-05-31,MSU16181,1
4920,2022-05-31,MSU16118,1
4921,2022-05-31,MSU16913,1
4922,2022-05-31,MSU17198,1
4923,2022-05-31,MSU17127,1
4924,2022-05-31,MSU17147,1
4925,2022-05-31,MSU16680,1
4926,2022-05-31,MSU15319,2
4927,2022-05-31,MSU13308,1
4928,2022-05-31,MSU16042,1
4929,2022-05-31,MSU12168,1
4930,2022-05-31,MSU15343,1
4931,2022-05-31,MSU15240,3
4932,2022-05-31,MSU15587,1
4933,2022-05-31,MSU16341,4
4934,2022-05-31,MSU16431,1
4935,2022-05-31,MSU16235,2
4936,2022-05-31,MSU16640,3
4937,2022-05-31,MSU17016,4
4938,2022-05-31,MSU17066,1
4939,2022-05-31,MSU16402,3
4940,2022-05-31,MSU16992,3
4941,2022-05-31,MSU15950,2
4942,2022-05-31,MSU16174,1
4943,2022-05-31,MSU17193,2
4944,2022-05-31,MSU17044,2
4945,2022-05-31,MSU15566,1
4946,2022-05-31,MSU17094,1
4947,2022-05-31,MSU15905,1
4948,2022-05-31,MSU17196,3
4949,2022-05-31,MSU16788,1
4950,2022-05-31,MSU17194,1
4951,2022-05-31,MSU17104,1
4952,2022-05-31,MSU16996,2
4953,2022-05-31,MSU17004,1
4954,2022-05-31,MSU16893,1
4955,2022-05-31,MSU17055,2
4956,2022-05-31,MSU16679,1
4957,2022-05-31,MSU16969,1
4958,2022-05-31,MSU16794,2
4959,2022-05-31,MSU17154,2
4960,2022-05-31,MSU16876,2
4961,2022-05-31,MSU16224,1
4962,2022-05-31,MSU16614,1
4963,2022-05-31,MSU16924,1
4964,2022-05-31,MSU17056,1
4965,2022-05-31,MSU15606,1
4966,2022-05-31,MSU17048,1
4967,2022-05-31,MSU17155,1
4968,2022-05-31,MSU16651,3
4969,2022-05-31,MSU16442,1
4970,2022-05-31,MSU15346,1
4971,2022-05-31,MSU15490,1
4972,2022-05-31,MSU16855,1
4973,2022-05-31,MSU16806,1
4974,2022-05-31,MSU14877,1
4975,2022-05-31,MSU15820,2
4976,2022-05-31,MSU15845,1
4977,2022-05-31,MSU16501,2
4978,2022-05-31,MSU16998,3
4979,2022-06-09,MSU17788,2
4980,2022-06-09,MSU16423,2
4981,2022-06-09,MSU15234,2
4982,2022-06-09,MSU17682,3
4983,2022-06-09,MSU15495,3
4984,2022-06-09,MSU16903,3
4985,2022-06-09,MSU16379,2
4986,2022-06-09,MSU17697,2
4987,2022-06-09,MSU15235,2
4988,2022-06-09,MSU17470,2
4989,2022-06-09,MSU17078,1
4990,2022-06-09,MSU15106,2
4991,2022-06-09,MSU17810,2
4992,2022-06-09,MSU17629,3
4993,2022-06-09,MSU16151,1
4994,2022-06-09,MSU15252,1
4995,2022-06-09,MSU17703,2
4996,2022-06-09,MSU17597,3
4997,2022-06-09,MSU15159,2
4998,2022-06-09,MSU17616,1
4999,2022-06-09,MSU16847,1
5000,2022-06-09,MSU15408,4
5001,2022-06-09,MSU16777,2
5002,2022-06-09,MSU16208,2
5003,2022-06-09,MSU16230,3
5004,2022-06-09,MSU16302,2
5005,2022-06-09,MSU15229,2
5006,2022-06-09,MSU16239,3
5007,2022-06-09,MSU16323,2
5008,2022-06-09,MSU17167,2
5009,2022-06-09,MSU17795,3
5010,2022-06-09,MSU16807,2
5011,2022-06-09,MSU15537,3
5012,2022-06-09,MSU17770,3
5013,2022-06-09,MSU15250,2
5014,2022-06-09,MSU17171,3
5015,2022-06-09,MSU16218,2
5016,2022-06-09,MSU16787,2
5017,2022-06-09,MSU16912,3
5018,2022-06-09,MSU15249,3
5019,2022-06-09,MSU16305,2
5020,2022-06-09,MSU16534,3
5021,2022-06-09,MSU15840,2
5022,2022-06-09,MSU16490,2
5023,2022-06-09,MSU15265,2
5024,2022-06-09,MSU16242,3
5025,2022-06-09,MSU15238,2
5026,2022-06-09,MSU17622,2
5027,2022-06-09,MSU17752,2
5028,2022-06-09,MSU17769,1
5029,2022-06-09,MSU15426,1
5030,2022-06-09,MSU17647,3
5031,2022-06-09,MSU17623,1
5032,2022-06-09,MSU15269,2
5033,2022-06-09,MSU17790,2
5034,2022-06-09,MSU15186,2
5035,2022-06-09,MSU17766,2
5036,2022-06-09,MSU17681,1
5037,2022-06-09,MSU15251,2
5038,2022-06-09,MSU17690,1
5039,2022-06-09,MSU15533,2
5040,2022-06-09,MSU15487,4
5041,2022-06-09,MSU15361,2
5042,2022-06-09,MSU15471,1
5043,2022-06-09,MSU16803,1
5044,2022-06-09,MSU17811,3
5045,2022-06-09,MSU15372,1
5046,2022-06-09,MSU17617,1
5047,2022-06-09,MSU17630,1
5048,2022-06-09,MSU15239,2
5049,2022-06-09,MSU16299,2
5050,2022-06-09,MSU17686,2
5051,2022-06-09,MSU17763,7
5052,2022-06-09,MSU16540,1
5053,2022-06-09,MSU15423,1
5054,2022-06-09,MSU15536,2
5055,2022-06-09,MSU17751,2
5056,2022-06-09,MSU17750,1
5057,2022-06-09,MSU17755,2
5058,2022-06-09,MSU17756,2
5059,2022-06-09,MSU17796,1
5060,2022-06-09,MSU17772,1
5061,2022-06-09,MSU17664,4
5062,2022-06-09,MSU11405,1
5063,2022-06-09,MSU15498,1
5064,2022-06-09,MSU17635,1
